doi,abstract,detected_compounds,detection_number,actual_compound,actual_compnum 
10.1021/ol502472c,"A soil Streptomyces nov. sp. (MST-115088) isolated from semiarid terrain near Wollogorang Station, Queensland, returned two known and two new examples of a rare class of cyclic hexapeptide, desotamides A and B (1 and 2) and E and F (3 and 4), respectively, together with two new d-Orn homologues, wollamides A and B (5 and 6). Structures were assigned by detailed spectroscopic and C3 Marfey's analysis. The desotamides/wollamides exhibit growth inhibitory activity against Gram-positive bacteria (IC50 0.6-7 μM) and are noncytotoxic to mammalian cells (IC50 >30 μM). The wollamides exhibit antimycobacterial activity (IC50 2.8 and 3.1 μM), including reduction in the intracellular mycobacterial survival in murine bone marrow-derived macrophages.","['Desotamide A', 'Desotamide B', 'Wollamide A', 'Wollamide B']",4,"['Wollamide B', 'Desotamide E', 'Desotamide F', 'Wollamide A']",4
10.1021/np500151b,"Ten new austalide meroterpenoids (1-10) were isolated from the alga-derived fungi Penicillium thomii KMM 4645 and Penicillium lividum KMM 4663. Their structures were elucidated by extensive spectroscopic analysis and by comparison with related known compounds. The absolute configurations of some of the metabolites were assigned by the modified Mosher's method and CD data. Compounds 1, 2, 8, and 9 were able to inhibit AP-1-dependent transcriptional activity in JB6 Cl41 cell lines at noncytotoxic concentrations. Austalides 1-5, 8, and 9 exhibited significant inhibitory activity against endo-1,3-β-D-glucanase from a crystalline stalk of the marine mollusk Pseudocardium sachalinensis.",[],0,"['Austalide P acid butyl ester', 'Austalide H acid', 'Austalide P acid', 'Austalide Q acid', '13-O-deacetylaustalide I', 'Austalide H acid butyl ester', '17S-dihydroaustalide K', '13-deacetoxyaustalide I']",8
10.1055/s-0034-1382859,"Three new vermistatin derivatives, 6-demethylpenisimplicissin (1), 5′-hydroxypenisimplicissin (2), and 2′′- epihydroxydihydrovermistatin (3), along with five known vermistatin analogues, methoxyvermistatin (4), vermistatin (5), 6-demethylvermistatin (6), hydroxyvermistatin (7), and penisimplicissin (8), were isolated from the culture of the mangrove endophytic fungus Penicillium sp. HN29-3B1 from Cerbera manghas. Their structures were elucidated mainly by nuclear magnetic resonance spectroscopy. The absolute configurations of compounds 1 and 2 were deduced on the basis of circular dichroism data. The absolute structures of compounds 3 and 5 were confirmed by a single-crystal X-ray diffraction experiment using Cu Kα radiation. In the bioactivity assay, compounds 1 and 3 exhibited α-glucosidase inhibitory activity with IC50 values of 9.5 ± 1.2 and 8.0 ± 1.5 μM, respectively. The plausible biosynthetic pathways for all compounds are discussed.© Georg Thieme Verlag KG Stuttgart New York ISSN 0032?0943.","['5′-hydroxypenisimplicissin', '6-demethylpenisimplicissin', '6-demethylvermistatin', 'Epihydroxydihydrovermistatin', 'Hydroxyvermistatin', 'Methoxyvermistatin', 'Penisimplicissin', 'Vermistatin']",8,"['6-demethylpenisimplicissin', '2′′-epihydroxydihydrovermistatin', '5′-hydroxypenisimplicissin']",3
10.1002/cbdv.201300321,"Two new butenolides, (4S)-4,10-dihydroxydodec-2-en-1,4-olide (1) and (4S)-4,8,10-trihydroxy-10-methyldodec-2-en-1,4-olide (2), together with three known compounds, MKN-003B (3), MKN-003C (4), and cyclo(Ala-Leu) (5), were isolated from the culture broth of a bacterium of the genus Streptomyces derived from soil environment. The structures of these compounds were elucidated on the basis of spectroscopic analysis. The inhibitory activities of the butenolides against eight pathogenic fungi were evaluated. All of the butenolides showed moderate-or-weak antifungal activities in a broth microdilution assay. Copyright","['(4s)-4,10-dihydroxydodec-2-en-1,4-olide', '(4s)-4,8,10-trihydroxy-10-methyldodec-2-en-1,4-olide', 'Cyclo(ala-leu)', 'Mkn-003b', 'Mkn-003c']",5,"['(4S)-4,8,10-trihydroxy-10-methyldodec-2-en-1,4-olide', '(4S)-4,10-dihydroxydodec-2-en-1,4-olide']",2
10.1021/np400833x,"Five new fungal hybrid polyketides, cladosins A-D (1-4), that contain a novel linear 6(3)-enamino-8,10-dihydroxy-tetraketide (1 and 2) or 6-enamino-7(8)-en-10-ol (3 and 4) moiety, as well as the biogenetically related cladosin E (5), were isolated from the deep-sea-derived fungus Cladosporium sphaerospermum 2005-01-E3. Their structures (1-5) were elucidated through a combination of spectroscopic data, chemical conversion, and both Mosher's and Marfey's methods for stereochemical assignment. A plausible biogenetic pathway to 1-5 is proposed. Cladosin C (3) possesses mild anti-influenza A H1N1 virus activity.","['Cladosin A', 'Cladosin B', 'Cladosin C', 'Cladosin D', 'Cladosin E']",5,"['Cladosin C (major tautomer)', 'Cladosin A (major tautomer)', 'Cladosin D (major tautomer)', 'Cladosin A (minor tautomer)', 'Cladosin E']",5
10.1021/np500402a,"Seven new compounds, including five pyrrol-2-aldehyde derivatives, jiangrines A-E (1-5), one indolizine derivative, jiangrine F (7), and one glycolipid, jiangolide (8), along with a known compound, pyrrolezanthine (6), were isolated from the fermentation broth of Jiangella gansuensis, an actinobacterium assigned to a novel family, Jiangellaceae, and a novel order, Jiangellales. The structures were elucidated by detailed spectroscopic analysis and through chemical methods. Compounds 1, 2, 3/4, 5, 6, and 8 demonstrated inhibitory effects on lipopolysaccharide-induced NO production in RAW 264.7 macrophage cells, with IC50 values of 97.8, 60.7, 30.1, 54.9, 58.8, and 61.4 μM, respectively.","['Jiangolide', 'Jiangrine A', 'Jiangrine B', 'Jiangrine C', 'Jiangrine D', 'Jiangrine E', 'Jiangrine F', 'Pyrrolezanthine']",8,"['Jiangrine A', 'Jiangrine C', 'Jiangrine B', 'Jiangrine D', 'Jiangolide', 'Jiangrine F', 'Jiangrine E']",7
10.1016/j.phytochem.2014.06.006,"Stereumins Q-U, together with known stereumins A, B, K, L, and N, as well as ent-strobilols E and G were isolated from the culture of Stereum cf. sanguinolentum BCC 22926. Their structures were elucidated by extensive spectroscopic analyses. The absolute configurations of stereumins A and Q, as well as ent-strobilol E were established by application of the modified Mosher's method. Stereumin T displayed antibacterial activity against Bacillus cereus with a MIC value of 3.97 μM.","['Ent-strobilol E', 'Ent-strobilol G', 'Stereumin A', 'Stereumin B', 'Stereumin K', 'Stereumin L', 'Stereumin N', 'Stereumin Q', 'Stereumin R', 'Stereumin S', 'Stereumin T', 'Stereumin U']",12,"['Stereumin Q', 'Stereumin T', 'Stereumin S', 'Stereumin U', 'Stereumin R']",5
10.1021/np500144t,"Indothiazinone (1), an indolyl thiazolyl ketone, was discovered in cultures of novel myxobacterial strain 706, recently isolated from compost in Germany. Molecular phylogenetic studies based on 16S rRNA gene sequences revealed strain 706 to be a representative of a new family of the Sorangiineae. A screening of the culture broth for antimicrobial metabolites followed by isolation and characterization of these compounds revealed six indole derivatives and a 1,4-naphthoquinone derivative. The structures were determined to be indothiazinone (1; 1H-indol-3-yl(1,3-thiazol-2-yl)methanone) and three 3-methylbuta-1,3-dien-1-yl-substituted indoles, indolyl ethanol 2 and the E- and Z-isomers of indolyl ethylidenehydroxylamine 4 and 5 by MS and NMR spectroscopic analyses. In the indolyl ethanol derivative 3 the unsaturated methylene group of the butadienyl residue was replaced by an oxygen atom to give the keto group of the butanone side chain. Further 1H-indol-3-ylacetonitrile (6) was identified, which was already known as a myxobacterial metabolite. 2-Hydroxyethyl-3-methyl-1,4-naphthoquinone (7) was recognized during dereplication as an antibiotic previously isolated from Actinoplanes capillaceus. Whereas 1, 4, 5, and 7 showed weak activity against yeasts and filamentous fungi, isomers 4 and 5 were weakly active against Gram-positive bacteria and mouse fibroblasts. Compound 6 is volatile, and 2 and 3 showed no activity in a number of assays.","['1h-indol-3-ylacetonitrile', '2-hydroxyethyl-3-methyl-1,4-naphthoquinone', 'Indothiazinone']",3,"['2-hydroxyethyl-3-methyl-1,4-naphthoquinone', 'Indothiazinone', '(3E)-4-[3-(2-hydroxyethyl)-1H-indol-5-yl]but-3-en-2-one', '2-{5-[(1E)-3-methylbuta-1,3-dien-1-yl]-1H-indol-3-yl}ethanol', '(1E)-N-Hydroxy-2-{5-[(1E)-3-methylbuta-1,3-dien-1-yl]-1H- indol-3-yl}ethanimine']",5
10.1021/np500237h,"Four new nor-spiro-azaphilones, thielavialides A-D (1- 4), a new bis-spiro-azaphilone, thielavialide E (5), together with pestafolide A (6), were isolated from the endophytic fungal strain, Thielavia sp. PA0001, occurring in the healthy leaf tissue of aeroponically grown Physalis alkekengi. The structures and relative configurations of 1-5 were established on the basis of their MS and NMR data. Possible biosynthetic pathways to thielavialides A-E (1- 5) from pestafolide A (6), some involving a Favorskii-like rearrangement, are proposed.","['Pestafolide A', 'Thielavialide A', 'Thielavialide B', 'Thielavialide C', 'Thielavialide D', 'Thielavialide E']",6,"['Thielavialide D', 'Thielavialide A', 'Thielavialide B', 'Thielavialide C', 'Thielavialide E']",5
10.3390/md12042079,"Penicillium sp. WC-29-5 was co-cultured with Streptomyces fradiae 007 to produce five natural products (1-3, 4a and 4b) that were isolated and characterized by spectroscopic analysis. Interestingly, these compounds were found to be different from those produced in discrete fungal and bacterial controls. Among these compounds, the absolute configurations of compounds 4a and 4b were determined for the first time by X-ray single crystal diffraction experiments and electronic circular dichroism (ECD) calculations. An evaluation of the cytotoxic activities of these compounds revealed that 4b was moderately cytotoxic towards HL-60 and H1975 tumor cells with IC₅₀ values of 3.73 and 5.73 µM, respectively, whereas compound 4a was only moderately cytotoxic towards H1975 cells with an IC₅₀ value of 3.97 µM.",[],0,"['(9R,14S)-epoxy-11-deoxyfunicone', '(6E,10Z)-20-O-methylmyxalamide D']",2
10.1021/np4011037,"Three new cyclohexadepsipeptides of the isaridin class including isaridin G (1), desmethylisaridin G (2), and desmethylisaridin C1 (3), along with three related known metabolites (4-6), were isolated and identified from the marine bryozoan-derived fungus Beauveria felina EN-135. The structures of these compounds were elucidated on the basis of extensive spectroscopic analysis, and the structures and absolute configurations of compounds 1-3 were confirmed by single-crystal X-ray diffraction analysis. The crystal structures showed the presence of β-turns for the Tyr(3)/N-Me-Val(4) and Phe(3)/N-Me-Val(4) amide bonds in compounds 2 and 3, respectively, in the cis conformations, which were opposite other reported isaridins. The conformations of the HMPA(1)-Pro(2) amide bond in compound 2 are different in the solution and in the crystal structures, which showed trans and cis geometries, respectively, while compounds 1 and 3 do not exhibit this phenomenon. Each of the isolated compounds was evaluated for antimicrobial activity and brine shrimp lethality. Compound 3 exhibited antibacterial activity against E. coli with an MIC value of 8 μg/mL.","['Desmethylisaridin C1', 'Desmethylisaridin G', 'Isaridin G']",3,"['Isaridin G', 'Desmethylisaridin G', 'Desmethylisaridin C1']",3
10.1021/np500285a,"Anmindenols A (1) and B (2), inhibitors of inducible nitric oxide synthase (iNOS), were isolated from a marine-derived bacterium Streptomyces sp. Their chemical structures were elucidated by interpreting various spectroscopic data, including IR, MS, and NMR. Anmindenols A and B are sesquiterpenoids possessing an indene moiety with five- and six-membered rings derived from isoprenyl units. The absolute configuration of C-4 in anmindenol B was determined by electronic circular dichroism (ECD) of a dimolybdenum complex. Anmindenols A (1) and B (2) inhibited nitric oxide production in stimulated RAW 264.7 macrophage cells with IC50 values of 23 and 19 μM, respectively.","['Anmindenol A', 'Anmindenol B']",2,"['Anmindenol A', 'Anmindenol B']",2
10.1080/14786419.2013.850687,"Xylanthraquinone (1), a new anthraquinone, along with three known compounds, altersolanol A (2), deoxybostrycin (3) and bostrycin (4) was isolated from the fungus Xylaria sp. 2508 from the South China Sea. The structures of these compounds were identified by NMR experiments, and the absolute configuration of compound 1 was further confirmed by single-crystal X-ray diffraction with Cu K radiation. Compounds 1-4 did not show inhibitory activities against Mycobacterium tuberculosis protein tyrosine phosphatase B (IC50 values more than 100 M). © 2014","['Altersolanol A', 'Bostrycin', 'Deoxybostrycin', 'Xylanthraquinone']",4,['Xylanthraquinone'],1
10.1021/np500500t,"Lajollamycins (1-4), each of which bears a spiro-β-lactone-γ-lactam ring and a nitro-tetraene moiety, were obtained from a marine-derived Streptomyces strain isolated from the southern area of Jeju Island, Republic of Korea. The planar structures of the lajollamycins were elucidated on the basis of spectroscopic analyses by NMR, UV, IR, and MS. The absolute configuration of lajollamycin (1), the planar structure of which has been previously reported, was determined using J-based configuration analysis based on 1H-1H and 1H-13C coupling constants, as well as ROESY correlations, followed by the modified Moshers method. The absolute configurations of lajollamycins B-D (2-4) were established by comparing their CD spectra with that of 1. The lajollamycins exhibited moderate inhibitory activity toward Candida albicans isocitrate lyase.","['Lajollamycin', 'Lajollamycin B', 'Lajollamycin C', 'Lajollamycin D']",4,"['Lajollamycin D', 'Lajollamycin B', 'Lajollamycin A', 'Lajollamycin C']",4
